meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,1st,5,529754,How Ye Hilda,J M Ray,"MidTW,Ld 1/2",1/1F,04.01,30.51 (HD),Apr-2018,28.1,b - bk,Jaytee Jet,How Ye Now,Apr-2018 | 28.1 | b - bk | Jaytee Jet - How Ye Now,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,1st,3,535740,Empire King,V A Lea,ALd,5/2,03.80,28.13 (4 3/4),Aug-2018,32.0,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.0 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,2nd,5,522786,Kit Valentine,G E Elwell,"FinWll,BmpRnIn",4/1,03.91,28.51 (4 3/4),Nov-2017,29.5,b - bebd,Droopys Roddick,Ballymac Andwhy,Nov-2017 | 29.5 | b - bebd | Droopys Roddick - Ballymac Andwhy,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,3rd,4,520140,Up Donegal,B P Warren,"BCrd2,BmpRnIn",2/1F,03.89,28.54 (NK),Jul-2017,26.6,b - bk,Ballymac Vic,Miss Whiskers,Jul-2017 | 26.6 | b - bk | Ballymac Vic - Miss Whiskers,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,4th,6,522349,Slice Of Spice,J M Ray,BCrd2,4/1,03.87,29.02 (6),Aug-2017,29.5,b - bk,Ballymac Vic,Quarterland Sue,Aug-2017 | 29.5 | b - bk | Ballymac Vic - Quarterland Sue,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,5th,1,522850,Peruvian Scoobie,J M Ray,"SAw,HitRls1",8/1,04.05,29.03 (SH),Oct-2017,26.9,b - bd,Sir Paddy,Slippark Scoobie,Oct-2017 | 26.9 | b - bd | Sir Paddy - Slippark Scoobie,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,6th,2,526049,Domino Ninja,M A Wallis,MvdOff&BCrd2,5/1,03.90,29.48 (5 3/4),Nov-2017,25.8,b - bk,Aero Majestic,Domino Storm,Nov-2017 | 25.8 | b - bk | Aero Majestic - Domino Storm,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,1st,3,530890,Savana Noble,G A Payne,"VQAw,ALd",11/8F,03.71,28.05 (4 1/4),Apr-2018,26.6,b - be,Droopys Roddick,Boraderra Angel,Apr-2018 | 26.6 | b - be | Droopys Roddick - Boraderra Angel,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,2nd,2,535816,Savana Ela Ela,P Tsirigotis,"EP,Styd",13/8,03.79,28.39 (4 1/4),Jul-2018,31.7,d - bk,Droopys Jet,Princess Mel,Jul-2018 | 31.7 | d - bk | Droopys Jet - Princess Mel,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,3rd,4,535740,Empire King,V A Lea,"QAw,Crd1",9/2,03.74,28.75 (4 1/2),Aug-2018,32.5,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.5 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,4th,6,531393,Lady Speranza,G E Elwell,"QAw,Crd1",4/1,03.73,28.76 (SH),Jun-2018,26.2,b - bk,Ballymac Eske,Cat Girl,Jun-2018 | 26.2 | b - bk | Ballymac Eske - Cat Girl,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,1st,3,535740,Empire King,V A Lea,"EP,Ld1",5/2,03.78,28.24 (5 3/4),Aug-2018,32.1,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.1 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,2nd,1,518411,Savana Roscoe,M E Westwood,"QAw,LdT1",2/1F,03.77,28.69 (5 3/4),Jun-2017,30.0,d - bk,Crash,Rosies Lari,Jun-2017 | 30.0 | d - bk | Crash - Rosies Lari,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,3rd,4,518464,Domino Joe,C Wilson,Crd4,5/2,03.87,28.76 (1),Nov-2016,34.6,d - be,Godsend,Woodside Ruby,Nov-2016 | 34.6 | d - be | Godsend - Woodside Ruby,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,4th,5,507345,Mustang Nelson,G E Elwell,"SAw,Styd",8/1,03.90,28.79 (NK),Jul-2016,35.2,d - bk,Confident Rankin,Point Hondo,Jul-2016 | 35.2 | d - bk | Confident Rankin - Point Hondo,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,5th,6,493016,Manu Folly,G E Elwell,"SAw,CutIn2",8/1,03.98,28.89 (1 1/4),Nov-2015,26.6,b - bk,Superior Product,Lavally Diva,Nov-2015 | 26.6 | b - bk | Superior Product - Lavally Diva,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,6th,2,513113,Tonightsthenight,S J Rayner,Crd 1/2,11/2,03.88,28.92 (NK),Sep-2016,29.2,b - fw,Tyrur Big Mike,Full Of Beans,Sep-2016 | 29.2 | b - fw | Tyrur Big Mike - Full Of Beans,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,1st,1,518337,Savana Angel,G A Payne,"EP,Ld 1/2",11/4,03.78,27.98 (1),May-2017,27.6,b - bkw,Tullymurry Act,Victoria Station,May-2017 | 27.6 | b - bkw | Tullymurry Act - Victoria Station,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,2nd,6,508726,Savana Marlene,M E Westwood,"VQAw,LdT 1/2",9/4JF,03.70,28.07 (1),Oct-2016,27.6,b - bk,Tullymurry Act,Airfield Mistake,Oct-2016 | 27.6 | b - bk | Tullymurry Act - Airfield Mistake,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,3rd,2,534451,Agincourt Xman,J M Ray,"Crd2,RanOn",9/4JF,03.83,28.10 (NK),Jul-2018,34.3,d - bk,Blackstone Marco,Agincourt Xpress,Jul-2018 | 34.3 | d - bk | Blackstone Marco - Agincourt Xpress,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,4th,4,506085,Silverview Mork,T Tungatt,Crd2&3,5/1,03.86,28.26 (2),Oct-2016,34.5,d - bkw,Farley Turbo,Silverview Perky,Oct-2016 | 34.5 | d - bkw | Farley Turbo - Silverview Perky,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,5th,3,535740,Empire King,V A Lea,"EP,Crd3",6/1,03.79,28.32 (3/4),Aug-2018,32.0,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.0 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,6th,5,531393,Lady Speranza,G E Elwell,"EP,Crd2",12/1,03.80,28.62 (3 3/4),Jun-2018,25.6,b - bk,Ballymac Eske,Cat Girl,Jun-2018 | 25.6 | b - bk | Ballymac Eske - Cat Girl,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,1st,4,506085,Silverview Mork,T Tungatt,"FinStr,LdRnIn",11/4,03.81,28.10 (3/4),Oct-2016,34.8,d - bkw,Farley Turbo,Silverview Perky,Oct-2016 | 34.8 | d - bkw | Farley Turbo - Silverview Perky,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,2nd,5,518010,Fieldview Sienna,T J Nevin,LdBrfly 3/4,7/2,03.83,28.15 (3/4),Jul-2017,28.7,b - bk,Romeo Recruit,Sporting Dame,Jul-2017 | 28.7 | b - bk | Romeo Recruit - Sporting Dame,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,3rd,1,507468,Ballymac Aloha,T J Nevin,"QAw,LdT 3/4",6/1,03.74,28.51 (4 1/2),Nov-2016,27.8,b - be,Ballymac Best,Coolavanny Angie,Nov-2016 | 27.8 | b - be | Ballymac Best - Coolavanny Angie,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,4th,6,529916,Droopys Crystal,C M Dibb,"QAw,Crd2",11/4,03.75,28.55 (1/2),May-2018,35.8,d - bk,Droopys Nidge,Droopys Dance,May-2018 | 35.8 | d - bk | Droopys Nidge - Droopys Dance,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,5th,2,507103,Come Home,M A Wallis,Chl&Crd2&3,10/1,03.85,28.67 (1 1/2),Oct-2016,27.2,b - f,Adageo Bob,Collision Ivy,Oct-2016 | 27.2 | b - f | Adageo Bob - Collision Ivy,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,6th,3,535740,Empire King,V A Lea,Crd2,5/2F,03.86,28.73 (3/4),Aug-2018,31.2,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 31.2 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,1st,2,525543,Savana Dave,G A Payne,"EP,ALd",11/4,03.78,28.18 (2),Oct-2017,33.1,d - be,Scolari Me Daddy,Lemon Lola,Oct-2017 | 33.1 | d - be | Scolari Me Daddy - Lemon Lola,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,2nd,5,511731,Shazzas Bullet,M A Wallis,"SAw,FinStr",2/1F,03.89,28.35 (2),Mar-2017,28.2,b - bk,Romeo Recruit,Black Reason,Mar-2017 | 28.2 | b - bk | Romeo Recruit - Black Reason,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,3rd,1,518940,Fieldview Dinky,T J Nevin,RlsTMid,4/1,03.87,28.40 (3/4),Dec-2016,29.5,d - bk,Makeshift,Millridge Brae,Dec-2016 | 29.5 | d - bk | Makeshift - Millridge Brae,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,4th,3,535740,Empire King,V A Lea,Crd1,4/1,03.81,28.49 (1),Aug-2018,31.3,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 31.3 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,5th,4,523153,Dan The Tail,J M Ray,Crd1,9/1,03.83,28.50 (SH),Sep-2017,31.1,d - bk,Kisses For Cloda,Run On Cookie,Sep-2017 | 31.1 | d - bk | Kisses For Cloda - Run On Cookie,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363151,650680,Tuesday 30th June 2020,Henlow,10:07,A7,460m,1st £115 | Others £40 | Race Total £315,6th,6,527665,Savana Medusa,D J Atkins,"EP,Crd2",9/2,03.79,28.76 (3 1/4),Feb-2018,27.3,b - bd,Ballymac Eske,Stouke Bird,Feb-2018 | 27.3 | b - bd | Ballymac Eske - Stouke Bird,https://www.gbgb.org.uk/meeting/?meetingId=363151&raceId=650680
363467,652613,Tuesday 7th July 2020,Henlow,08:43,A6,460m,1st £120 | Others £35 | Race Total £295,1st,2,538739,Longrange Pat,I Zivkovic,"QAw,LdT3&Fr4",10/3,03.74,28.21 (3 1/2),Sep-2018,33.3,d - bk,Pat C Sabbath,Final Gem,Sep-2018 | 33.3 | d - bk | Pat C Sabbath - Final Gem,https://www.gbgb.org.uk/meeting/?meetingId=363467&raceId=652613
363467,652613,Tuesday 7th July 2020,Henlow,08:43,A6,460m,1st £120 | Others £35 | Race Total £295,2nd,3,498617,Greenhill Charm,J M Ray,RanOnStr,11/4,03.81,28.49 (3 1/2),Apr-2016,29.6,b - bk,Superior Product,Rockburst Pearl,Apr-2016 | 29.6 | b - bk | Superior Product - Rockburst Pearl,https://www.gbgb.org.uk/meeting/?meetingId=363467&raceId=652613
363467,652613,Tuesday 7th July 2020,Henlow,08:43,A6,460m,1st £120 | Others £35 | Race Total £295,3rd,5,510405,Princess Amira,L G Tuffin,"EP,Ld3To4",7/1,03.80,28.52 (NK),Sep-2016,30.0,b - bk,Laughil Blake,Best Special,Sep-2016 | 30.0 | b - bk | Laughil Blake - Best Special,https://www.gbgb.org.uk/meeting/?meetingId=363467&raceId=652613
